wavelength,flux,flux_error
336.0,0.1607049330432029,9.77094833664379e-20
338.0,0.15958110840811351,6.963661629764004e-20
340.0,0.16347906802854323,5.648453896688524e-20
342.0,0.14593936872318128,4.753296346522661e-20
344.0,0.1236855831484556,4.453068672189842e-20
346.0,0.12288010126459431,4.306687437267472e-20
348.0,0.13306381290018293,4.504184010111572e-20
350.0,0.12343582339553076,4.72101468529833e-20
352.0,0.11363254895036948,5.187475733903747e-20
354.0,0.1462781738712373,5.446637274033666e-20
356.0,0.17851465112956438,5.193110599351336e-20
358.0,0.14673039456274203,4.562651595018258e-20
360.0,0.09621813349204957,4.2136096547679555e-20
362.0,0.08841192150591096,4.064438358918618e-20
364.0,0.12795539451295257,4.0541246169753405e-20
366.0,0.15926389682944542,4.184394820070222e-20
368.0,0.14284998599045576,4.388547245399734e-20
370.0,0.11288147201330466,4.555415428505316e-20
372.0,0.11285775727872839,4.7672674309009684e-20
374.0,0.12832437392923335,4.917315155603715e-20
376.0,0.10860427141244439,5.1877874965906207e-20
378.0,0.0585857315646412,5.3632529406551706e-20
380.0,0.04058372359703006,5.485054033576744e-20
382.0,0.07036464073162707,5.474352944267725e-20
384.0,0.09481963903264456,5.101597729685068e-20
386.0,0.07715596312372261,4.76843117120993e-20
388.0,0.043098736512552444,4.209982462029246e-20
390.0,0.04301058301414026,3.659886589427625e-20
392.0,0.07843121103353547,3.2951577545378815e-20
394.0,0.1203821023603755,2.865770159651755e-20
396.0,0.14636984036958794,2.6071745748087646e-20
398.0,0.16270607335122778,2.4328457249355363e-20
400.0,0.18790346888078516,2.2068928791272197e-20
402.0,0.23006628537195753,2.1168924454440392e-20
404.0,0.2770993626444108,2.036292529088948e-20
406.0,0.30954302973379083,1.9071537433560755e-20
408.0,0.3211208630380875,1.8766292118821725e-20
410.0,0.32156340709936115,1.8459709483572468e-20
412.0,0.3246180100934532,1.7539182988193766e-20
414.0,0.33537711900682904,1.7405921590914275e-20
416.0,0.3431935645396422,1.7414913379940646e-20
418.0,0.3375266828710905,1.6734174167672453e-20
420.0,0.3133690365264142,1.652214047602921e-20
422.0,0.2835036543695616,1.672225633178346e-20
424.0,0.26682522097947936,1.6248116378086346e-20
426.0,0.2775863613419277,1.574626961195945e-20
428.0,0.3130690402828183,1.5903068583899078e-20
430.0,0.36195865383590087,1.582723295948775e-20
432.0,0.4068502560349504,1.5181855482586e-20
434.0,0.43573386501488404,1.494168176435482e-20
436.0,0.45288444431024627,1.5135445700088554e-20
438.0,0.46724295969354235,1.485572110263284e-20
440.0,0.4875736110337336,1.4225206838311847e-20
442.0,0.5209784248667109,1.4123674943401663e-20
444.0,0.5619130933468324,1.431706647045385e-20
446.0,0.6053229871548848,1.4001745905978015e-20
448.0,0.6465996528036437,1.3401688803215772e-20
450.0,0.6798907688797735,1.3257860365667612e-20
452.0,0.7059857210634323,1.3468815374431992e-20
454.0,0.7311498428827647,1.3292793041393298e-20
456.0,0.7570940551867429,1.2696687639811691e-20
458.0,0.7840914002902112,1.2339737439527441e-20
460.0,0.8076007086558916,1.2441082253710834e-20
462.0,0.8238772239158402,1.2474085226162755e-20
464.0,0.8295386720175288,1.20570399491697e-20
466.0,0.8231437566864857,1.1481082344588566e-20
468.0,0.8104451735748873,1.1281761557383132e-20
470.0,0.7925675639177565,1.1374198199707883e-20
472.0,0.7760921774577405,1.1307287798764448e-20
474.0,0.7652505165377441,1.0890533525554034e-20
476.0,0.7602459975639944,1.0386762214986323e-20
478.0,0.7588590744393144,1.0166226404946236e-20
480.0,0.759169954577117,1.0237269419653366e-20
482.0,0.7561114149072911,1.0233483652706896e-20
484.0,0.7511970176356819,9.983824779768498e-21
486.0,0.7418088133141925,9.553585745205456e-21
488.0,0.7313680759060143,9.245127538642051e-21
