wavelength,flux,flux_error
336.0,1.306801167747596,4.355785650985563e-19
338.0,1.2829159517228446,3.150132966095413e-19
340.0,1.2312405855122086,2.5615751416896036e-19
342.0,1.2900149506301126,2.18429359641409e-19
344.0,1.3833415463910022,2.0530727710745506e-19
346.0,1.3906795799278906,1.9951507493290093e-19
348.0,1.3094130993311164,2.0972741125187379e-19
350.0,1.242617931698487,2.2054409756670377e-19
352.0,1.3072248222218121,2.429224088943638e-19
354.0,1.4289736040986678,2.5597567047905433e-19
356.0,1.3924348763956433,2.454014158566168e-19
358.0,1.259494597613828,2.1632738010995425e-19
360.0,1.2503653253158116,2.0134654884098933e-19
362.0,1.3303254400192175,1.9481247269030538e-19
364.0,1.4026076268910954,1.9532863108149167e-19
366.0,1.4130365448645896,2.0374633825640015e-19
368.0,1.392244554444235,2.1225678058304726e-19
370.0,1.4162548011441443,2.25427133264573e-19
372.0,1.530305689457748,2.3311152869966305e-19
374.0,1.6411359977315012,2.4605895351019665e-19
376.0,1.6750228524050825,2.5967256058902496e-19
378.0,1.6638378030560685,2.692927479347696e-19
380.0,1.7083814212637345,2.8300221398674945e-19
382.0,1.8897803553552097,2.775435827560121e-19
384.0,2.0856907618243183,2.679852004334757e-19
386.0,2.206924116175186,2.5068004033785907e-19
388.0,2.1712715725810154,2.2069694780070304e-19
390.0,2.051233669251275,1.998685484616857e-19
392.0,1.95012818993351,1.7621071165134382e-19
394.0,1.9022370048107542,1.5615866018750628e-19
396.0,1.9497701653611286,1.4643700279676446e-19
398.0,2.0539925016511162,1.3259461546609292e-19
400.0,2.1764297491003517,1.2383511820943264e-19
402.0,2.280195191144028,1.2165217128887627e-19
404.0,2.3208440195882027,1.1323916171015882e-19
406.0,2.2970317306138974,1.0869053251911472e-19
408.0,2.2335256806431008,1.096555834508214e-19
410.0,2.177241157074341,1.0449514203262882e-19
412.0,2.156134908922296,1.0026813400494882e-19
414.0,2.1810772052925183,1.0310516666065887e-19
416.0,2.231803874553958,1.0096145590066988e-19
418.0,2.267010519552211,9.590225593568967e-20
420.0,2.27925035418965,9.830395069466941e-20
422.0,2.2554101490700096,9.926954453560496e-20
424.0,2.216029648956235,9.413072212043528e-20
426.0,2.1778999856419605,9.260478052323229e-20
428.0,2.1423985857306764,9.550269179261635e-20
430.0,2.1151838106673786,9.321192726801917e-20
432.0,2.0763526372732537,8.796454145516658e-20
434.0,2.0513859305504982,8.827739409909312e-20
436.0,2.040720032354783,9.012597521622588e-20
438.0,2.049358056352742,8.685453099802846e-20
440.0,2.0945559406121688,8.238601311503467e-20
442.0,2.147595474596266,8.312489574411597e-20
444.0,2.1971101407111764,8.459226502615786e-20
446.0,2.233556688515057,8.146297966332021e-20
448.0,2.2397521178226354,7.732151838798764e-20
450.0,2.2280603964018133,7.725568255107229e-20
452.0,2.200473593219686,7.8902769773392e-20
454.0,2.161656812497364,7.688214740453934e-20
456.0,2.137909537650274,7.275306028408669e-20
458.0,2.139933130706034,7.08887045634047e-20
460.0,2.1381255953906595,7.202201049372951e-20
462.0,2.142645835725328,7.178292492624786e-20
464.0,2.1514525269053912,6.866569797258339e-20
466.0,2.149045757572297,6.53463308291283e-20
468.0,2.1471958140479495,6.45977792765316e-20
470.0,2.142681921450622,6.531427703110849e-20
472.0,2.1349106465317305,6.439404737117265e-20
474.0,2.1247207900612883,6.157951698819543e-20
476.0,2.115783051669412,5.886329420841118e-20
478.0,2.101238409516693,5.786588657261416e-20
480.0,2.074591838769731,5.822975345849535e-20
482.0,2.0355662414438194,5.768476103814363e-20
484.0,1.9990600314953801,5.587958345905464e-20
486.0,1.9621255815051772,5.363083920665267e-20
488.0,1.9364662890253646,5.220745287979412e-20
490.0,1.9273634594555427,5.196544745810201e-20
492.0,1.9348079486698428,5.195884224512736e-20
494.0,1.9538075048105668,5.1208928047451504e-20
496.0,1.9816961650376588,4.978474797499939e-20
